,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,EstDur,Event,RatingDiff
6718,True,60,outoftime,black,9+0,1307,1187,e4 e6 d4 b5 Bxb5 c6 Be2 g6 b3 d5 e5 f5 Nf3 Nh6 Ng5 Be7 Nxe6 Bxe6 Bxh6 Nd7 O-O Nf8 Nc3 Rb8 Na4 Rb4 c3 Rb7 Ba6 Rb8 Nc5 Bxc5 dxc5 g5 Qh5+ Ng6 Bxg5 Qa5 Be2 Qxc3 Bf6 Rg8 Qxh7 Qxc5 Bh5 Rb7 Qxb7 d4 Qb8+ Kf7 Qb7+ Ke8 Bxg6+ Rxg6 Qb8+ Kf7 Qc7+ Ke8 Qd8+ Kf7,C01,French Defense: Baeuerle Gambit,4,540,Rapid,120
6870,True,25,mate,white,15+0,1663,1790,e4 c5 Nc3 Nc6 Nf3 e6 Bc4 g6 d4 cxd4 Nxd4 Bg7 Ndb5 d5 exd5 exd5 Nxd5 Qa5+ Bd2 Qd8 Ndc7+ Kf8 Bb4+ Nxb4 Qxd8#,B25,Sicilian Defense: Closed Variation |  Traditional,4,900,Rapid,-127
9657,True,39,mate,white,5+5,1752,1363,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 a3 O-O d3 Ng4 O-O Na5 Ba2 Nc6 h3 Nf6 Rb1 d6 Nd5 Re8 Ng5 Nxd5 Bxd5 Be6 Qh5 h6 Nxf7 Bxf7 Bxf7+ Kh8 Bxh6 Qf6 Bg5+ Qh6 Bxh6 Nd8 Bg5#,C50,Four Knights Game: Italian Variation,8,500,Rapid,389
18592,True,43,mate,white,10+0,1389,1333,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 d3 d6 Be3 Bg4 O-O Bxf3 Qxf3 Qe7 Rad1 O-O-O Nd5 Nxd5 Bxd5 Nb4 c3 Nxd5 exd5 Qd7 d4 f6 dxe5 fxe5 c4 Kb8 Rd3 Qa4 Ra3 Qxc4 Bxa7+ Kc8 Qh3+ Rd7 Be3 Qxd5 Ra8#,C46,Four Knights Game: Italian Variation,7,600,Rapid,56
11620,False,51,resign,white,13+3,2207,1562,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 d6 Nc3 Nf6 h3 h6 Bd2 a6 O-O-O Be7 f4 O-O g4 Nd7 Nf3 Nb6 Be2 Be6 f5 Bd7 h4 f6 Qf2 Ne5 Nxe5 dxe5 Be3 Nc8 Bc4+ Kh8 g5 Nd6 Bb3 Bc6 gxh6 Nxe4 hxg7+ Kxg7 Nxe4 Qxd1+ Rxd1 Bxe4 Qg3+ Kh8 Qg6,C22,Center Game: Paulsen Attack Variation,7,900,Rapid,645
17761,True,20,resign,black,10+0,1390,1473,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 d3 d6 Bg5 Bg4 Qe2 h6 Bh4 g5 Bg3 Nd4 Qe3 Nxc2+,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11,600,Rapid,-83
4313,True,39,mate,white,20+1,1196,1162,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 Qe2 O-O d3 d6 Bg5 h6 Bh4 b6 O-O-O Qe7 Kb1 Re8 Rhe1 a6 Nd5 Nxd5 Bxe7 Rxe7 exd5 Na5 d4 Bb4 Bd3 Bb7 Qe4 f6 Qh7+ Kf7 Bg6+ Kf8 Qh8#,C50,Four Knights Game: Italian Variation,8,1240,Rapid,34
10075,True,67,resign,white,10+0,1735,1759,f4 d5 b3 g6 Bb2 Nf6 e3 Bg7 Nf3 Bg4 Be2 O-O Na3 Nbd7 O-O c6 c4 e6 Qc2 Bf5 d3 Qb6 Qd2 Rfd8 Kh1 Rac8 Ne5 Nxe5 fxe5 Ng4 Bxg4 Bxg4 h3 Bh6 hxg4 Bxe3 Qe2 Bg5 Rae1 Kg7 Kh2 Rh8 Qf3 Qc7 cxd5 cxd5 Nb5 Qe7 Re2 h5 gxh5 Rxh5+ Kg1 Rch8 g3 Rh3 Ref2 Rh1+ Qxh1 Rxh1+ Kxh1 Be3 Rf3 Bc5 Nd6 Bxd6 exd6+,A03,Bird Opening: Dutch Variation,2,600,Rapid,-24
6215,True,23,resign,white,10+0,1475,1177,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 c6 Nc3 Nf6 e5 Nh5 Be2 g6 Bxh5 gxh5 O-O d6 e6 fxe6 Qxh8,C45,Scotch Game,7,600,Rapid,298
9716,True,110,outoftime,black,10+0,1856,1878,e4 g6 d4 Bg7 Bc4 c5 dxc5 Qa5+ c3 Qxc5 Bb3 Nf6 Qf3 O-O Be3 Qe5 Ne2 Qxe4 Qxe4 Nxe4 O-O Nc6 f3 Nf6 Nd2 d5 Nd4 Bd7 a3 e6 Rfe1 Ne8 Bc2 Nd6 Kf2 Nf5 g4 Nfxd4 cxd4 Nxd4 Bd3 Bb5 Bxd4 Bxd4+ Ke2 Bxd3+ Kxd3 Bg7 Rab1 Rac8 h4 Rc6 Re2 Rfc8 Nb3 b6 h5 a5 f4 a4 Nd4 Rc4 Nb5 Rxf4 hxg6 hxg6 g5 Rc5 Nc3 Rd4+ Ke3 Rg4 Kd3 Rg3+ Re3 Rg4 Rf1 d4 Nxa4 dxe3 Nxc5 bxc5 Kxe3 Rxg5 a4 c4 Rf4 Bxb2 Rxc4 Rd5 Ke4 g5 Kf3 f5 Rb4 Rd3+ Ke2 Ra3 Rxb2 Rxa4 Rb6 Kf7 Rb7+ Kf6 Rb5 Ra3 Kf2 g4 Kg2 f4,B06,Modern Defense: Bishop Attack,5,600,Rapid,-22
5874,True,24,draw,draw,10+0,1346,1343,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxd4 exd4 d3 a5 b3 c6 Bb2 b5 Bxf7+ Kxf7 Qf3+ Nf6 e5 Bc5 exf6 Qxf6 Qxf6+ Kxf6,C50,Italian Game: Schilling-Kostic Gambit,6,600,Rapid,3
638,True,50,resign,black,10+0,2373,2356,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c4 Nd4 cxb5 O-O Bd3 axb5 O-O Bd7 Rc1 Bh4 g3 Bg5 f4 exf4 gxf4 Bh3 Rf2 Bh4 Rd2 Be1 Re2 Bg4 Ne3 Qb6 Kh1 Bf3+ Ng2 Nxe2 Bxe2 Qf2,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,17,600,Rapid,17
11422,True,39,mate,white,10+0,1304,1292,e3 e6 Qf3 Nf6 Nc3 Nc6 Nb5 a6 Nd4 Nxd4 exd4 c5 dxc5 Bxc5 Qg3 O-O b3 Qb6 Bb2 Bd6 f4 Re8 Bxf6 g6 h4 Qc5 h5 e5 hxg6 fxg6 Bc4+ Kf8 Rxh7 Qxg1+ Ke2 Qxa1 Bg7+ Ke7 Qg5#,A00,Van't Kruijs Opening,1,600,Rapid,12
8518,False,12,mate,black,60+0,1500,1608,a4 c5 h4 Nf6 Ra3 Qb6 Rhh3 c4 Nf3 Ng4 g3 Qxf2#,A00,Ware Opening,1,3600,Classical,-108
17828,True,80,outoftime,black,10+0,1256,1294,e4 e5 Qh5 Nc6 Bc4 Nf6 Qf3 g6 d3 d6 Bg5 Bg4 Qxf6 Qxf6 Bxf6 Rg8 h3 Be6 h4 Be7 Bxe7 Kxe7 Nf3 h5 Ng5 Bxc4 Rh3 f6 Nh7 Bb5 Rf3 Ke8 Rxf6 Rh8 Re6+ Kf7 Rf6+ Kg7 Rf7+ Kxf7 Nc3 a6 Nd5 Rac8 O-O-O Rxh7 Rh1 a5 Rh3 Nb4 Rf3+ Kg7 Ne7 Nxa2+ Kd2 c5 Nxc8 c4 Nxd6 Bd7 Rf7+ Kg8 Rxh7 Kxh7 Nf7 Bb5 Ng5+ Kg7 Ne6+ Kf7 Ng5+ Kf6 Nh7+ Kg7 Ng5 Nb4 Nf3 cxd3 cxd3 Bxd3,C20,King's Pawn Game: Wayward Queen Attack,3,600,Rapid,-38
19601,True,122,resign,black,30+30,1902,2104,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Nf3 e5 O-O Na6 a3 Qe8 d5 Nc5 Qc2 a5 Be3 a4 Bxc5 dxc5 Nb5 Qe7 Rfd1 Ne8 Nc3 Nd6 b4 axb3 Qxb3 f5 Bd3 fxe4 Bxe4 Bg4 Rd3 b5 Nd2 bxc4 Nxc4 Rfb8 Qa2 Bf5 Nxd6 cxd6 Qc2 Rb4 Bxf5 gxf5 a4 e4 Rh3 Rab8 Rc1 Rb2 Qd1 Bxc3 Rhxc3 Qh4 g3 Qh6 Ra1 Qg7 Rac1 Qh6 Ra1 Rd2 Qe1 Rbb2 a5 Rxf2 Qxf2 Rxf2 Kxf2 Qxh2+ Ke3 Qxg3+ Kd2 Qf2+ Kc1 Qe1+ Kb2 Qd2+ Rc2 Qb4+ Kc1 Qd4 Raa2 Qg1+ Kb2 e3 Ka3 Qb1 Rab2 Qa1+ Ra2 Qd4 Rab2 Qd3+ Ka4 Qxd5 a6 Qa8 Rg2+ Kf8 Ka5 Qd8+ Ka4 Qh4+ Ka5 Qd8+ Ka4 f4 Rh2 Kg8 Rb7 Qe8+ Ka5 e2,E94,King's Indian Defense: Orthodox Variation |  Glek Defense,14,3000,Classical,-202
566,True,56,mate,black,15+15,1126,1054,e4 e5 Nf3 d6 d4 f6 Bb5+ c6 Ba4 b5 Bb3 a6 h3 Nh6 Nbd2 exd4 Nxd4 c5 N4f3 c4 Nxc4 bxc4 Bxc4 Bb7 Qd3 Nc6 O-O Ne5 Nxe5 fxe5 Bd5 Bxd5 Qxd5 Rc8 Bxh6 gxh6 Qe6+ Be7 Qxh6 Rg8 Qh5+ Rg6 Qxh7 Rg5 f4 exf4 Rxf4 Kd7 Re1 Qb6+ Kf1 Rxc2 h4 Rgxg2 e5 Qg1#,C41,Philidor Defense,5,1500,Classical,72
14955,True,39,draw,draw,10+0,1894,1781,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5 Re1 O-O c3 d6 d4 Ba7 Bxc6 bxc6 dxe5 dxe5 Qxd8 Rxd8 Nxe5 Bd7 Nxd7 Rxd7 Bg5 Nxe4 Be3 Bxe3 fxe3 Rad8 h3 Rd1 Na3 Rxa1 Rxa1 Rd2 Nc4,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10,600,Rapid,113
9172,True,53,mate,white,4+6,1190,949,f4 e5 fxe5 Qh4+ g3 Qd8 d4 Bb4+ Nc3 Bf8 Nf3 Nc6 a3 Nf6 Bg5 Nb4 axb4 Bxb4 Qd2 h6 Bxf6 gxf6 Ra4 Qe7 exf6 Qxf6 Rxb4 h5 Nd5 Qd6 Qg5 h4 Nf6+ Kf8 c3 hxg3 h3 Qe7 Qxg3 Qxf6 Qxc7 Qa6 Qd8+ Kg7 Rg1+ Kh7 Qh4+ Qh6 Ng5+ Kg7 Ne6+ Kh7 Rg7#,A02,Bird Opening: From's Gambit,2,480,Rapid,241
13823,False,23,mate,white,10+0,1500,1536,e4 e5 d4 exd4 Qxd4 Nc6 Qc4 Nf6 Nf3 Bd6 Ng5 O-O Bd3 Ne5 Qc3 c5 f4 Nxd3+ Qxd3 Bc7 e5 Ng4 Qxh7#,C22,Center Game: Hall Variation,7,600,Rapid,-36
9185,True,9,mate,white,19+0,1500,987,e4 Na6 Qh5 Nb4 Bc4 Nd3+ Ke2 Nc5 Qxf7#,B00,Lemming Defense,2,1140,Rapid,513
7476,True,10,resign,black,10+0,1862,1827,e4 c5 Nf3 Nc6 Bb5 Nd4 Nxd4 cxd4 d3 a6,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,600,Rapid,35
14157,True,56,mate,black,10+0,1462,1637,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bd3 Bg4 O-O e6 c4 Nc6 cxd5 Nxd5 Nc3 Nxd4 Nxd5 Bxf3 gxf3 Qxd5 Be4 Qe5 Qa4+ b5 Qa6 Bd6 Bc6+ Ke7 f4 Ne2+ Kh1 Nxf4 Qb7+ Kf6 Qxb5 Rac8 Qxe5+ Bxe5 Bb7 Rc7 Bg2 Rc2 Bxf4 Bxf4 b3 Rd8 a4 Rdd2 Be4 Rb2 f3 Rxh2+ Kg1 Rbg2#,B10,Caro-Kann Defense,2,600,Rapid,-175
18763,True,12,resign,black,15+10,1716,1637,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxe5 Qg5 Nxf7 Qxg2 Rf1 Qxe4+,C50,Italian Game: Schilling-Kostic Gambit,6,1300,Rapid,79
3724,True,122,mate,black,10+0,1106,1143,e4 e5 Nf3 Nc6 Bb5 g6 Bxc6 bxc6 Nxe5 Nf6 Qe2 Bg7 O-O Ng4 Nxg4 d5 exd5+ Be6 dxc6 O-O Ne5 a5 Qd3 f6 Qxd8 Rfxd8 Nc4 Bxc4 d3 Bd5 Nc3 Bxc6 d4 Rxd4 Rd1 Rh4 f3 f5 Bg5 Rh5 Rd6 cxd6 Be7 Be5 Rd1 Bxh2+ Kf2 f4 Bxd6 Bg3+ Ke2 Re8+ Ne4 Bb5+ Kd2 Rd5+ Kc1 Rf5 Rd4 Bf2 Be5 Be3+ Kd1 Bxd4 Bxd4 Rd8 c3 g5 Kd2 g4 fxg4 Rf7 b3 f3 gxf3 Rxf3 c4 Rxd4+ Ke2 Rxe4+ Kxf3 Bc6 c5 h6 a3 Rd4+ Kg3 Rd3+ Kh4 Rxb3 Kh5 Kh7 a4 Bxa4 g5 Rh3+ Kg4 Rc3 Kh5 hxg5 Kxg5 Rxc5+ Kf6 Bc2 Ke6 a4 Kd6 Rc4 Kd5 Bb3 Ke5 a3 Kd5 a2 Ke5 a1=Q+ Kf5 Bc2+ Ke6 Re4+ Kf5 Qe5#,C60,Ruy Lopez: Fianchetto Defense,6,600,Rapid,-37
7753,True,88,resign,black,10+0,1768,1743,e4 e6 d4 g6 f4 Bg7 Nf3 h6 Nc3 d6 Be3 Ne7 Qd2 O-O O-O-O f5 e5 d5 h3 Kh7 g4 Nbc6 Nh4 Bd7 Bd3 a6 gxf5 exf5 Rhg1 Be6 Qg2 Qe8 Nf3 b5 h4 b4 Ne2 Nd8 h5 Bf7 hxg6+ Bxg6 Nh4 Ne6 Nxg6 Qxg6 Qh3 Qf7 Ng3 a5 Rd2 c5 dxc5 d4 Bf2 Nxf4 Qh4 Bxe5 Rh1 Qf6 Qxf6 Rxf6 Nh5 Nxh5 Rxh5 Bf4 Bh4 Bxd2+ Kxd2 Rf7 Bc4 Rg7 Kd3 Rd8 Be6 f4 Ke4 f3 Kxf3 d3 cxd3 Rxd3+ Ke4 Rd2 Bf5+ Nxf5 Kxf5 Rd5+,C00,French Defense: Normal Variation,3,600,Rapid,25
13171,True,71,resign,white,10+0,1539,1514,e4 e5 Bc4 Nf6 Nf3 Nxe4 Nxe5 d5 Qf3 Be6 Bd3 Ng5 Qf4 Bd6 Bb5+ c6 Be2 Qc7 Qxg5 Bxe5 d3 Nd7 f4 Bf6 Qg3 O-O-O Bg4 h5 Bxe6 fxe6 Be3 Bxb2 Nd2 Bxa1 O-O Bf6 Qg6 Rh6 Qf7 Rf8 Qxe6 Bd4 Qe7 Bxe3+ Qxe3 Nf6 Qxa7 b6 Qa8+ Qb8 Qa3 Kb7 Qe7+ Ka6 Qxg7 Ng4 h3 Rg8 Qc3 Ne3 Qa3+ Kb7 Qe7+ Qc7 Qxe3 Qg7 g3 Re6 Qf2 Re3 Qxe3,C42,Russian Game: Urusov Gambit,5,600,Rapid,25
1312,False,36,mate,black,15+5,1500,1104,e4 e5 d3 Nc6 Be3 f6 Be2 g6 c3 d6 h3 h5 Nf3 Be6 Nh4 Bf7 O-O g5 Nf5 g4 d4 gxh3 gxh3 Qd7 Nd2 Nge7 Bc4 Bxc4 Nxc4 Nxf5 exf5 Rg8+ Kh1 Qxf5 Rg1 Qxh3#,C20,King's Pawn Game: Leonardis Variation,3,1100,Rapid,396
12853,True,66,resign,white,15+0,1774,1954,e4 c5 c3 g6 Nf3 Bg7 d4 cxd4 cxd4 Nc6 Nc3 d6 Bb5 Bd7 O-O Nf6 e5 dxe5 dxe5 Ng4 Bxc6 Bxc6 e6 fxe6 Ng5 Qc7 Qxg4 O-O Nxe6 Qc8 h3 Bd7 Re1 Rf6 Nd5 Rxe6 Rxe6 Bxe6 Nxe7+ Kh8 Nxc8 Bxg4 hxg4 Rxc8 Be3 Rc2 Bxa7 Rxb2 a4 b6 Rd1 Be5 g3 Rb4 Rd8+ Kg7 g5 Bd4 a5 Bc5 axb6 Bxb6 Rd7+ Kg8 Bxb6 Rb5,B22,Sicilian Defense: Alapin Variation,3,900,Rapid,-180
1226,True,52,mate,black,10+0,1175,1270,d4 d5 Nc3 Nf6 Nf3 c5 dxc5 Nc6 Bg5 e5 e3 Bxc5 Bb5 O-O Bxc6 bxc6 Nxe5 h6 Nxc6 Qb6 Bxf6 Qxc6 Bd4 Rb8 Bxc5 Qxc5 Qxd5 Qb6 O-O-O Qxb2+ Kd2 Bb7 Qe4 Bxe4 Nxe4 Rfd8+ Ke2 Rxd1 Rxd1 Qxc2+ Rd2 Qc4+ Rd3 Rb2+ Ke1 Qc1+ Rd1 Qc6 g4 Qxe4 g5 Qh1#,D01,Queen's Pawn Game: Chigorin Variation,4,600,Rapid,-95
1369,False,44,resign,black,8+8,2003,1418,e4 e5 Nc3 Nc6 Bc4 Bc5 d3 d6 Nge2 Nge7 O-O O-O Kh1 Kh8 f4 f6 Qe1 Qe8 Qh4 Qg6 Rf3 exf4 Nxf4 Qg5 Qxg5 fxg5 Ne6 Rxf3 gxf3 Bxe6 Bxe6 Nd4 Bxg5 Nec6 Rc1 Nxf3 h4 Nxg5 hxg5 Re8 Bd5 Re5 Rg1 Bxg1,C25,Vienna Game: Max Lange Defense,4,800,Rapid,585
15270,True,69,outoftime,white,10+5,1495,1577,e4 c5 f4 d6 Nf3 Nc6 c3 g6 d4 cxd4 cxd4 e6 e5 d5 Nc3 f6 a3 f5 Bd3 Nh6 h3 Bg7 Nb5 Bf8 Ng5 a6 Nc3 Qd7 b4 Nxd4 Be3 Nb5 Nxb5 axb5 O-O Be7 Qb3 Bxg5 fxg5 Nf7 Bf4 O-O Ra2 Qe8 Rc1 Bd7 Rc7 Bc6 Be3 Qd8 Bb6 Nxe5 Rxc6 Qxg5 Rxe6 Nxd3 Qxd5 Qc1+ Kh2 Qf4+ Kg1 Qf2+ Kh2 Qf4+ Kg1 Qc4 Rxg6+ Kh8 Bd4+,B21,Sicilian Defense: McDonnell Attack,3,800,Rapid,-82
17396,True,21,resign,white,6+3,1580,1501,e4 e5 Bc4 Nc6 Nf3 Nd4 Nxe5 Qg5 Bxf7+ Ke7 O-O Qxe5 Bxg8 Rxg8 c3 Nc6 d4 Qxe4 Re1 Ne5 Rxe4,C50,Italian Game: Schilling-Kostic Gambit,6,480,Rapid,79
15289,True,27,resign,white,10+5,1795,1573,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Qxf3 Nc6 Bb5 a6 Bxc6+ bxc6 Qxc6+ Bd7 Qf3 e6 Bg5 Be7 O-O-O O-O Nge2 Rb8 h3 Ba3 bxa3,D00,Blackmar-Diemer Gambit: Ryder Gambit,9,800,Rapid,222
17183,True,28,resign,black,15+5,1565,1563,e4 e5 Nf3 Nc6 d4 Bd6 dxe5 Bxe5 Nxe5 Nxe5 f4 Nc6 Nc3 a6 Bd2 d6 a3 Nf6 e5 dxe5 fxe5 Nxe5 Bg5 Qxd1+ Nxd1 Nd5 Bc4 Nxc4,C44,Scotch Game,5,1100,Rapid,2
14296,True,111,resign,white,15+15,1412,1478,f4 d6 Nf3 Nc6 e3 e5 b3 e4 Ng5 d5 Qh5 g6 Qh4 Be7 Qg3 f6 Bb2 fxg5 Bxh8 Bd6 Qxg5 Qxg5 fxg5 Be7 h4 Be6 Nc3 a6 O-O-O O-O-O Bd4 Nxd4 exd4 Bg4 Be2 Bf5 g4 Be6 Rhg1 Ba3+ Kb1 Ne7 Rg2 Bd7 Rf2 b5 Rf7 Nc6 Bxb5 axb5 Nxb5 Bxg4 Rg1 Be2 Nxa3 Nxd4 Rxh7 Nf3 Rg2 Ba6 h5 d4 hxg6 e3 Kc1 e2 Rxe2 Bxe2 Nc4 Nxg5 Re7 Bh5 g7 Bf7 Ne5 Be6 Nf3 Nxf3 Rxe6 Rg8 Rg6 Kd8 Rg4 Ke7 d3 c5 a4 Kf6 Rf4+ Kxg7 Rxf3 Rf8 Rg3+ Kh7 Rg5 Rf1+ Kb2 Kh6 Rxc5 Rg1 Rd5 Rg5 Rxg5 Kxg5 a5 Kf6 a6 Ke7 a7 Kd8 a8=Q+,A02,Bird Opening,1,1500,Classical,-66
11969,True,50,resign,black,10+0,1612,1529,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Nd4 Bc4 d5 exd5 Nxd5 Nxd4 exd4 Qf3 Qe7+ Qe4 Qxe4+ dxe4 Nb4 Bb3 Be6 Na3 O-O-O Bxe6+ fxe6 O-O d3 cxd3 Nxd3 Nc4 Bc5 Rb1 Rhf8 Be3 Bxe3 Nxe3 Nf4 f3 Rd2 Rfd1 Rxd1+ Rxd1 Rd8 Rxd8+ Kxd8 Kf2 Kd7 g3 Nd3+,C65,Ruy Lopez: Berlin Defense #2,6,600,Rapid,83
8681,True,52,mate,black,20+0,1442,1449,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 Nf6 O-O Ng4 h3 h5 Bg5 Be7 hxg4 hxg4 Bxe7 Qxe7 Nh2 Qh4 f3 g3 Rf2 gxf2+ Kf1 Qxh2 Kxf2 Qh4+ Kf1 d6 Nd5 Kd8 Ne3 Be6 b3 Qg5 Qe1 Rh1+ Ke2 Rxe1+ Rxe1 Bxc4 Nxc4 Nd4+ Kd1 Kd7 Na5 Qxg2 c3 Qc2#,C50,Italian Game: Giuoco Pianissimo,7,1200,Rapid,-7
12005,True,11,mate,white,7+5,1522,1500,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qf3 Nd6 Bc4 Nxc4 Qxf7#,C42,Russian Game: Damiano Variation,6,620,Rapid,22
10648,True,2,resign,black,5+8,868,1364,d4 h6,A40,Queen's Pawn,1,620,Rapid,-496
7091,True,145,mate,white,20+0,1599,1744,e4 e5 Bb5 c6 Bc4 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Qxd7 d3 Nf6 Bg5 Be7 Nc3 h6 Bh4 O-O Nf3 Nc6 O-O Rad8 Qe2 Nh7 Bxe7 Qxe7 a3 Rfe8 Rfe1 Nf6 h3 e4 dxe4 dxe4 Nd2 Nd4 Qd1 Nf5 Qe2 e3 fxe3 Qxe3+ Qxe3 Nxe3 Re2 Nxc2 Rxe8+ Nxe8 Nde4 Ne3 Re1 Nc4 Re2 f5 Nc5 b6 Ne6 Rd2 Rxd2 Nxd2 Nd4 Ne4 Ncb5 a6 Na7 g6 Nac6 Kf7 b4 Kf6 Kf1 N8d6 Ke2 Kg5 Kf3 Kh4 Ne7 Nd2+ Ke2 N6e4 Nxg6+ Kg3 Nxf5+ Kxg2 Nf4+ Kh2 Nxh6 Kg3 Nd5 Kxh3 Nxb6 Kg3 Nf5+ Kf4 Ne3 Ke5 Nec4+ Nxc4 Nxc4+ Kd4 Nb2 Nd6 Kd2 Nc4+ Kc2 Nxb2 Kxb2 Kc4 Ka2 Kb5 Kb3 Kb6 a4 a5 b5 Kb7 Kc4 Kb6 Kd5 Kb7 Kc5 Kc7 b6+ Kb7 Kb5 Ka8 Kxa5 Kb7 Kb5 Kb8 a5 Kb7 a6+ Ka8 Kc6 Kb8 a7+ Ka8 Kb5 Kb7 Kc5 Ka6 a8=Q#,C20,Portuguese Opening,3,1200,Rapid,-145
17819,True,54,mate,black,10+0,1237,1431,e4 e5 Nc3 Nf6 Nf3 Nc6 Bc4 d6 d3 Bd7 Bg5 Be7 O-O Qc8 Nd5 Be6 Ne3 Bxc4 dxc4 h6 Bh4 O-O b3 Ne8 Ng4 Qxg4 h3 Qd7 Nxe5 Nxe5 Qd5 c6 Qd4 Bxh4 Rad1 Bf6 Rd3 Nxd3 cxd3 Bxd4 Re1 d5 exd5 cxd5 cxd5 Qxd5 g4 Nf6 b4 Qxa2 Re7 Qxf2+ Kh1 Qg1#,C46,Four Knights Game: Italian Variation,7,600,Rapid,-194
16496,True,51,resign,white,10+0,1789,1786,c4 Nf6 Nf3 c5 Nc3 Nc6 e3 e5 Qc2 d6 a3 Be7 b3 O-O Bb2 h6 Be2 a6 h3 Be6 e4 Nd4 Nxd4 exd4 Nd5 Nxd5 exd5 Bd7 O-O b5 Rae1 Bf6 d3 Bg5 Bf3 Bf5 Be4 Qf6 Qe2 Rae8 Qf3 Bh7 Qg3 Bf4 Qf3 Bg5 Qg4 Bxe4 dxe4 Re5 f4,A35,English Opening: Symmetrical Variation |  Four Knights Variation,6,600,Rapid,3
54,True,8,resign,white,16+0,1521,1162,Nf3 e5 Nxe5 Ke7 e4 Kd6 d4 Nc6,A04,Zukertort Opening: Ross Gambit,2,960,Rapid,359
10987,False,52,resign,black,5+8,1512,1485,e4 e5 f4 exf4 Nf3 d5 exd5 Qxd5 Nc3 Qd8 d4 Be7 Bxf4 Nc6 Bc4 Nf6 O-O Bg4 Bxf7+ Kxf7 Ng5+ Kf8 Be5 Bxd1 Ne6+ Ke8 Nxd8 Raxd8 Raxd1 Nxe5 dxe5 Rxd1 Rxd1 Nd7 e6 Nb6 Nb5 c6 Nc7+ Kf8 Rf1+ Kg8 Ne8 Bf6 Nxf6+ gxf6 Rxf6 Kg7 Rf7+ Kg6 e7 Kxf7,C36,King's Gambit Accepted: Modern Defense #2,7,620,Rapid,27
8326,True,48,resign,black,10+2,1381,1377,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6 Bg5 c5 Qe5+ Qe7 Bxf6 gxf6 Qf4 d5 Bd3 f5 O-O fxe4 Re1 c4 Bxe4 dxe4 Rxe4 Be6 Nc3 Qd6 Qg4 Qc6 Qg5 Be7 Qb5 Qxb5 Nxb5 Rd8 Nc7+ Kd7 Nxe6 fxe6 Rd1+ Kc7 Rxc4+ Kb6 Rb4+ Bxb4,C45,Scotch Game,7,680,Rapid,4
12284,True,60,resign,black,10+15,2063,2010,c4 Nf6 Nc3 e6 e4 d6 d4 e5 dxe5 dxe5 Qxd8+ Kxd8 Bg5 c6 O-O-O+ Ke8 Bxf6 gxf6 g3 Be6 b3 Ba3+ Kb1 Na6 Nf3 Ke7 Nh4 Nc5 Nf5+ Bxf5 exf5 a5 f3 a4 Nxa4 Nxa4 bxa4 Rxa4 Rd3 Bc5 Be2 Rha8 Rd2 Bd4 Bd1 Rb4+ Bb3 c5 Re2 Ra6 Rd1 Rab6 Ree1 Rxc4 Re4 Rc3 f4 Kf8 fxe5 fxe5,A18,English Opening: Mikenas-Carls Variation #2,5,1200,Rapid,53
